institution_name,administrative_unit_aun,school_branch,category,status,phone_number,web_address,county,city,primary_administrator,school_year,latitude,longitude
Walnut Hill College,426517559,0000,Private College and University,Open,2152224200,https://www.walnuthillcollege.edu/,Philadelphia,Philadelphia,"Mr Daniel   Liberatoscioli , Chief Executive Officer",SY2122,39.9527237,-75.1635262
Washington and Jefferson College,401639404,0000,Private College and University,Open,7242234400,https://www.washjeff.edu,Washington,Washington,"Dr John C Knapp , Chief Executive Officer",SY2122,40.17396,-80.2461714
Waynesburg University,401309454,0000,Private College and University,Open,7246278191,https://www.waynesburg.edu,Greene,Waynesburg,"Mr Douglas G Lee , Chief Executive Officer",SY2122,39.8964641,-80.1792299
Welder Training and Testing Institute,421398339,0000,Private Licensed School,Open,6104379720,http://www.welderinstitute.com/school_intro.html,Lehigh,Allentown,"Mr Michael   Wiswesser , Chief Executive Officer",SY2122,40.6022059,-75.4712794
"Wellness Institute of Chester County, LLC (The)",424159149,0000,Private Licensed School,Open,4843418598,https://wcofcc.com/massageschool/,Chester,Exton,"Dr Joseph   Zappy , Chief Executive Officer",SY2122,40.0289955,-75.6207651
West Chester University of Pennsylvania,424159000,0000,State University,Open,6104361000,https://www.wcupa.edu/,Chester,West Chester,"Dr Christopher M Fiorentino , Chief Executive Officer",SY2122,39.9597213,-75.6059638
Western Pennsylvania School of Taxidermy,406330169,0000,Private Licensed School,Open,8149386508,http://www.wpst-taxidermy-school.com,Jefferson,Oliveburg,"Mr Marc E Jordan , Chief Executive Officer",SY2122,40.9908979,-79.0264236
Westminster College,404379504,0000,Private College and University,Open,7249468761,https://www.westminster.edu,Lawrence,New Wilmington,"Dr Kathy B Richardson , Chief Executive Officer",SY2122,41.1222812,-80.3328428
Westminster Theological Seminary,423469505,0000,Theological Seminary,Open,2158875511,https://www.wts.edu,Montgomery,Glenside,"Dr Peter A Lillback , Chief Executive Officer",SY2122,40.1023326,-75.1521195
Westmoreland County Community College,407658802,0000,Community College,Open,7249254000,https://westmoreland.edu/,Westmoreland,Youngwood,"Dr Tuesday   Stanley , Chief Executive Officer",SY2122,40.240348,-79.5767066
Widener University / Main,425239534,0000,Private College and University,Open,6104994000,https://www.widener.edu,Delaware,Chester,"Dr Stacey   Robertson , Chief Executive Officer",SY2122,39.849557,-75.3557458
Wilkes University,418409554,0000,Private College and University,Open,5704085000,https://www.wilkes.edu,Luzerne,Wilkes-Barre,"Dr Greg   Cant , Chief Executive Officer",SY2122,41.2464824,-75.8817316
Williamson College of the Trades,425232607,0000,Other Approved School,Open,6105661776,https://www.williamson.edu/,Delaware,Media,"Mr Michael J Rounds , Chief Executive Officer",SY2122,39.9167783,-75.387693
Wilson College,412289604,0000,Private College and University,Open,7172644141,https://www.wilson.edu/,Franklin,Chambersburg,"Dr Wesley R Fugate , Chief Executive Officer",SY2122,39.9375112,-77.6612586
Won Institute of Graduate Studies,423469524,0000,Private College and University,Open,2158848942,https://www.woninstitute.edu/,Montgomery,Warminster,"Dr Bokin   Kim , Chief Executive Officer",SY2122,40.1654889,-75.1053697
York College of Pennsylvania,412679704,0000,Private College and University,Open,7178467788,https://www.ycp.edu,York,York,"Dr Pamela   Gunter-Smith , Chief Executive Officer",SY2122,39.962493,-76.7276989
York Time Institute,412679049,0000,Private Licensed School,Open,7178483152,http://www.yorktimeinstitute.com/,York,York,"Mr Daniel A Nied , Chief Executive Officer",SY2122,39.962493,-76.7276989
YTI Career Institute - Altoona,415071009,0000,Private Licensed School,Open,8149445643,https://www.yti.edu/,Blair,Altoona,"Ms Wendy   Smith , Director",SY2122,40.518681,-78.394736
YTI Career Institute - Altoona,415071009,0000,Specialized Associate Degree,Open,8149445643,https://www.yti.edu/,Blair,Altoona,"Ms Wendy   Smith , Director",SY2122,40.518681,-78.394736
YTI Career Institute - Lancaster,413361019,0000,Private Licensed School,Open,7172951100,http://www.yti.edu/,Lancaster,Lancaster,"Mr Peter   Hess , Director",SY2122,40.03813,-76.3056686
YTI Career Institute - Lancaster,413361019,0000,Specialized Associate Degree,Open,7172951100,http://www.yti.edu/,Lancaster,Lancaster,"Mr Peter   Hess , Director",SY2122,40.03813,-76.3056686
YTI Career Institute - York,412678659,0000,Private Licensed School,Open,7177571100,http://www.yti.edu,York,York,"Ms Darlene   Dourney , Director",SY2122,39.962493,-76.7276989
YTI Career Institute - York,412678659,0000,Specialized Associate Degree,Open,7177571100,http://www.yti.edu,York,York,"Ms Darlene   Dourney , Director",SY2122,39.962493,-76.7276989
160 Driving Academy,420456149,0,Private Licensed School,Open,(847) 868-4393,https://www.160drivingacademy.com/,Monroe,Tannersville,"Mr Steve   Gold , Director",SY2223,41.0400917,-75.3057387
160 Driving Academy,420486149,0,Private Licensed School,Open,(847) 868-4393,https://www.160drivingacademy.com,Northampton,Bethlehem,"Mr Steve   Gold , Director",SY2223,40.6178915,-75.3786521
Academy for Media Production (The),412015229,0,Private Licensed School,Open,(800) 661-2981,https://www.amp-school.com/,Adams,McSherrystown,"Mr Paul T Chiacchierini , Chief Executive Officer",SY2223,39.8038439,-77.019242
Ace Training School,423463109,0,Private Licensed School,Open,(215) 635-2089,http://www.hrsat.org/,Montgomery,Willow Grove,"Dr Han   Ryoo , Chief Executive Officer",SY2223,40.1439985,-75.1157286
Albright College,414060204,0,Private College and University,Open,(610) 921-2381,https://www.albright.edu,Berks,Reading,"Dr Jacquelyn S Fetrow , Chief Executive Officer",SY2223,40.335345,-75.9279495
American College of Education,450007658,0,Approved Out of State College and University,Open,(972) 896-0793,http://www.ace.edu,Out-of-State,York,"Dr Shawntel D Landry , Chief Executive Officer",SY2223,40.27245,-76.90567
American College of Education,450007658,0,Non-Approved Out of State College and University,Open,(972) 896-0793,http://www.ace.edu,Out-of-State,York,"Dr Shawntel D Landry , Chief Executive Officer",SY2223,40.27245,-76.90567
American Institute,400006219,0,Private Licensed School,Open,(914) 368-7261,https://www.americaninstitute.edu/,Out-of-State,Toms River,"Mr Timothy   Rodgers , Director",SY2223,40.768782,-78.032703
